investor_uuid,investor_name
46f835db-a990-4833-a300-81e103d34b2e,D2 Fund
2aee38fd-0f28-4a27-900f-7d5998ee6bdf,Gerald Bruce
1facae3e-cd32-1ace-aa76-b2785d553871,FilesX
7962378e-1be8-983c-85a3-d021b28b6e36,Peter Kellner
72787fa7-f5e0-4136-95aa-044d484296c1,DeFiance Capital
796a9a72-835c-420c-8710-8da448730b39,Zero Knowledge
04460096-a243-462e-b969-490e6f6f3f7d,iSeed
d7ed5457-7b2a-4024-b290-4a04900eeae3,Scott Behrens
3f8adcad-3f86-4d97-bb96-3654de072273,Teknasyon
9cfa1f15-bdfc-46df-8709-b1b3c5b7e636,Raul Grippaldi
908ef364-c4e4-4c1c-d81f-3517cbb96cd8,Isaac Applbaum
d66f2b78-b054-d28f-806a-3ff635ff175c,Geolo Capital
c65cc2d1-2738-4759-a57c-c8d03756c771,Maria Xinhe Shen
cd93acce-a254-41bb-aa8f-2692cc00d82c,High Country Impact Fund
b41f63bb-1c6f-412f-a134-2df8fc06a677,Founder Bank Capital
65453fa9-443d-582c-4e49-6dd46023f835,AAF Management Ltd.
ac4fb04f-e118-fff4-1767-f588f28f3916,Good Growth Capital
2d65b9f3-4d6e-ec93-1d98-6439131f8809,The Tornante Company
6cbf8084-78f5-49fa-b9d4-09137c7b4d05,Bicycle Day Ventures
d096625b-2df7-b335-b4db-544f856a3c0d,Dave Love
d3950a08-3472-4568-930b-eeb44c37152a,Elizabeth Hitchcock
14be33ca-a90a-40e9-b049-d73c8c3163bc,Climentum Capital
a5bd3bb8-85f5-45ab-9b0a-5ac81d7f9013,Value Capital
9a8b2eb9-38f7-4c6a-bb44-e4e10aad4c32,Kathy Kuo
eb1b95ce-a931-086b-74c2-ac8e55f1f66e,Rory Riggs
d89c9872-1fb1-78d2-8417-6c474f973901,Daniel Ciporin
2149df95-9ad3-66cd-b288-04ca264f0cfe,Bruno del Ama
02aa7cc4-63b6-94dd-4331-b57e3246a037,HCA Healthcare
ac8ec116-3238-d797-3d7f-77e97ffeb6ef,Jake Zeller
fd7510a4-c73d-df38-62dc-6b42321daca6,Anamitra Banerji
52f4e956-211c-a880-b262-0aa07c2aecba,Chris Hulls
7b7feb96-645c-4eec-bc06-f4d63624c0d0,SBK
33e85606-57ae-45b9-8466-da4fa8fccb14,Jason Hong
d0f123e4-7c6c-47fe-b736-42ffd63385f0,Wild West Capital
43d5bf9e-10de-6ef9-d18f-76d3ac40b8ed,Healthy Ventures
f32896c0-ef3e-b516-da2e-22fb4c072c31,Richard Park
0cf68fbe-5671-5f17-5267-b4c1d8c399e0,Vayner/RSE
eea12511-19f0-4206-bcd0-92465c04004a,Janus Venture Partners
24ec4811-e429-4a9c-a43a-124a0d33b694,Belmont Capital Group
563c638c-bb89-4479-8aa4-37c5616841ca,World Trading Inovation WTI GmbH
6cd940ae-7452-435b-abc6-98a8409ef0ca,AGI House Ventures
aed23344-d600-c7a6-921a-83f20a9262a4,Srijan Capital
23ab91f9-6b85-49e3-89fc-8eca78743458,Jason Comerchero
f46e3bcc-7ed9-f10c-ce9b-4a87770c147b,Jay Zaveri
162976f1-d3e7-4daf-a58c-8eaa4d15d4a1,Amala Dlamini
5e17c8d0-2e3f-e1b1-922c-a976752a6fb4,Scale Investors
a7146d69-b247-4a61-9fe5-5a49a2267b30,Chris Hermida
329d1e9c-0eeb-f60d-6693-788744511d87,Naushad Mucklai
6ec319a5-e8ed-41aa-aed7-728f44e979ee,Peter Silvester
fc3efd90-8a26-16db-5a34-700c86d82e92,On Lee
13017cf5-1d2d-a85a-66f1-613485c52d5b,Steve Wietrecki
07287191-481e-8a67-6069-03b01d5ba8f4,MITS Fund
84d18f1e-7e93-a7cb-a0f6-dea2c85ad18e,Jeff Bonforte
f18878c5-2f0b-16d2-72db-824604cf64c4,Joan Dea
c624ddb9-fc31-3c3f-e32d-9eda178e663e,Bela Hatvany
7a93d8e9-9ce6-4af3-b535-fd6b963df8f8,The CU Healthcare Innovation Fund
2008648d-8d66-7485-e6f4-d8e9fd73fb3e,Bryan Goldberg
de4dee24-8d84-eafb-8164-808bcf6915e6,Ameet Rughani
42dea77f-97a6-f948-d4e6-49b843580d3c,Tom X Lee
fceb55f8-a7f4-4ccb-adfc-1fc3cbea2aab,Wassie Guild
b468f2f2-6b09-4bdd-b85a-4f34acb89fac,a16z Cultural Leadership Fund
ff03ed13-7329-78c3-e60c-41b5b02a05fe,Vijay Rayapati
dafd7b03-6643-e8d1-afd3-fd667ee4de7c,Eric Korman
f853f36d-c220-4f5b-8f18-3afaeff5dcd6,Infinity Ventures
40cef0df-75d4-b4dd-bf7a-28935e124e5c,Sinovation Ventures
fff4b43b-a89e-02a4-e889-138bb3438053,Julz
7d7fd4e5-1a22-30bf-0ebc-a2da20e68e68,New Business Venture Fund
e23d38ee-fb3b-1b72-0eb2-ee40a6733f91,Young Song
1b09cfd4-9b74-4522-96b2-aa0fb9e8465a,CBC Group
a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin
d0b1b4a3-e2bd-484d-95ee-944db6da1b66,Sarah Niyogi
ab919ddf-18f2-c89e-2951-6e3ae09bae64,Macquarie Bank
684b9c46-5c5f-4855-b268-9f8dc8361479,Brendan Bevensee
54cb333e-de69-4566-af24-57ac018220c4,Accelerator Life Science Partners
b5709d1e-4abf-4edd-8e65-87c558f5a7c9,Barry Rosenstein
a5db6f63-0e31-419d-9d9c-0380294765b8,Sam Thapaliya
56df2a90-b2f9-7560-80de-d9e0ff2c9d3f,Andrew Badr
e4283f1c-0cd7-4519-b44e-39bb31ad713f,Garrett Gafke
639b03fb-336b-4dbf-8e4d-c7417b403644,DeltaHub Capital
600bb08b-5736-4116-a84b-80534478de00,Mukul Agarwal
f650f0aa-15d9-3013-0395-df9290ffd5fb,Castlight Health
cf8de384-100a-b7f5-9eff-9b9c7b1df29f,Mark Balovnev
222cbb1b-036b-4a8d-19df-36c06ebc7f20,William Draper
4a765d44-7c90-4508-9086-9865d8c7a392,AlphaLab Health
e56355dd-a816-4173-9d07-7cedc7af613d,Grayscale Ventures
b162cb62-5f11-8799-ff39-c9c70ddc532b,UJ Ventures
2f739ea0-8457-e138-7fd7-1219dd39fe30,Caymus Equity
c01ff483-eb43-49d6-bc8a-18126b0d8e9c,Edison Chen
6e417016-8d4d-ddfa-916c-5a8e1f2aa264,Shubham Gupta
da137794-d635-e4f0-2175-94607bf9c858,Bob McKnight
9d6bb5a1-56d9-4080-abe6-e5de28c4f145,Wormhole
d5ff707e-af3c-d708-4ada-cdfa7c625537,Karel Vuong
826a8fcd-300f-5d76-d939-6ac638dd9f0a,Darrell Cavens
a5d3767c-4925-4da6-94c8-377094bbb463,American Family Insurance Institute for Corporate and Social Impact
336debe1-a6c1-4c70-8f97-c456cd496ffe,PartnerHero
3dc1eb59-8991-48a4-9aee-78f943339873,Bill Shufelt
09089cc2-10de-4a2c-93e3-e2cf7fe009d8,Kim Kressaty
57c35f2d-2b95-a871-e615-7a387c2ac4e6,Brandon Kerns
a2da76e2-c319-df73-5853-53d4d9757109,Juha Ristimäki
f187ebfc-c6c8-42be-96c6-c41b71251ec1,Julie Guest
71bb9bba-c482-4ecb-8d11-c8aff10bf58c,Waldencast
242044b9-1a2c-42dd-8aa7-a25994fbb773,Firework Ventures
7737fb84-cec6-467e-a12e-c62997f54158,Justin Ridgely
c355d6b8-34b6-437c-9b7d-c77b5f492994,Vindicate Capital
6cafdb90-8093-8f68-b901-26949efabac4,Michael Scarpelli
239cdf8d-f49d-4825-851a-ef19219ff830,Lima Ventures
1b7bc8fe-5727-4444-8ee4-5874c1415d40,Du Capital
a2d34641-44a3-4533-b221-290b829e3446,Barry Winata
d0112da0-c9cc-b529-3c62-257e8e7276f8,Joshua Motta
d1461a3d-8c40-4efe-b7bc-a6c213505a56,James Ventura
1570f57c-605d-b5ed-6629-0202454327a7,Harris Barton
92e599be-fd18-c9b8-be93-9e8c39488a8f,Michael Bruttig
9730df4e-6322-4aef-c043-203d36040a4d,Thomas Tull
d19e48f3-d056-43bc-b829-f2feda5e4236,Ivan Zhang
347a7be0-09c9-4829-a730-f7a9fb6b40e8,The Aggarwal Family
87cb4fff-a8f7-4058-8a8c-4424190df223,Steele Foundation for Hope
0ad287c2-faa7-9c67-c422-06a5d5a68d58,Rem Darbinyan
61070945-47c1-bd65-ea63-ac34533ac6b7,Paul C. Hilal
fa3702d1-7892-f7b0-2b56-e2fda660b8d1,Connect Ventures
a49ea832-e516-dd37-68a6-2b32ea034f46,Shaker Sadasivam
06b6fe53-d919-41d3-b7c8-c8ed825c5ed0,Labora Group
2ad4985a-7add-477d-a1ae-a2a20ac13bcb,Spartan
54bc73c8-d302-1226-418d-fe4141bb9275,Paul Devlin
c7191b51-524c-45ac-94ed-5ab9e4c7089e,Ray Lewis
59450151-7ea6-41b7-be77-416d748b2eb7,Ernesto Fernández Watanabe
eab04e4d-2de0-405e-9d39-9974cf62163c,ATW Partners
8598d1b7-5f7e-4bd0-94bf-4389c9bc94f9,Strawberry Creek Ventures
15cb4822-813f-48dd-d89f-aab0574facdb,HMC INQ
512bad1c-f340-9f2e-1608-a656069d3dce,Universal Surveillance
6d2de087-57b1-4058-92cf-09bff71b2d4f,Walkabout Ventures
c590159f-1d67-403f-a62b-d88fecc0a9a3,Gianfranco Gentille
1e6ceed7-0b5f-ea2a-6924-606af5834a50,Mary Lee Berglund
85ce2f0e-c63b-b08b-6f18-fc82ff42c433,Tamares
3bf4b3b0-426b-4102-8d21-d738676fe934,Will Dzombak
184ceab4-56d9-6354-9b5d-9a12a6a39dfe,Skyview Capital
84c24550-68f4-5ea3-9e4c-337093069163,John O'Connell
b9dad7fa-030c-f651-a0f3-98abda65495b,Umair Aziz
702d9872-c787-a167-8a14-fb0867cb65c8,Symantec Ventures
e42f2377-0922-8dc3-ab21-6dbbc69f786e,Operative Capital
57c3b35e-e2c5-4c6d-96ff-f2c1471250d3,Jim Frantz
aa41e32b-66a6-1f87-f3bd-39b3ec8cb3e1,Rising Tide Africa
9f495d17-2857-6dfd-2a1b-45444c34d175,Todd Mackey
2f9932ce-ab49-c65a-0b21-63e59ec07be1,Daniel Fohrman
08e2b140-27e0-ddca-cc5e-18ff01458623,Gabby Dizon
3518c27f-a119-383a-114b-0a2391fd72a3,IOP Capital
fe3428a1-d3f6-45ef-9b84-6edcea75c05a,Erich Qvist
87c7391c-8e59-4d40-9427-c386d99615d1,Michael Zyda
c0e464cf-25a5-41d1-b551-3acbd8941e2c,Placeholder
d42d22d2-d1a5-fc74-0e46-dc4184ccc0d3,XFactor Ventures
74a28ec8-c7e4-0810-2785-25e25cea88be,Keith Rabois
9c9ce6b0-09c9-4597-a025-6ff2aa8e19a1,Ahmed Habib
89169cd0-0855-4b76-bde2-b67f26c505ae,Founders Committee Ventures
b4f5e88b-c771-4a29-87ac-051d1112f213,Josh Jones
8002ddbf-8171-fdfe-78f9-3c2a3d530f73,Maximus Yaney
40eea47f-5851-4e3f-bb72-dfd45087aa8d,Robert Hess
1b89a9dd-04c9-4184-9379-8e1d9d22cbc9,Cloud Angel Fund
14e28de8-ab2e-4784-bfd2-0ba4041a3eb7,SSI Strategy
5ca3aed8-8a7d-43bb-a514-fef1bc664ad3,e.ventures
771ff839-ff7b-aca6-6594-b55cd73fbe17,Scott Marlette
642c06be-ff1f-4dbf-aada-287dc26ca5c9,Variable Capital
0dbc6659-f78e-4ff3-98f8-fd4fb17992d4,Parallel Finance
764613b8-1a8d-4d18-8da6-ed51deda4b5a,Federico Mirás
0c8e780d-dd4d-4e98-8293-fc534958642f,white oak kong
e2c07125-25b8-45b7-8fb1-e2f0e276ac76,Northscaler
6ec15f01-7712-4db6-8767-47cf69bc626f,Suchit Kumar
d79da712-7513-4141-9d2f-193c309a6703,Red Cat
9afa9b65-6b93-46ca-8358-e29dd985127e,Kevin Jiang
5a4bc1ef-c9ab-4c73-a94b-1adb456410b7,Clem Delangue
e1c5a407-33f5-489b-9191-e78a41e1b0b4,Nick White
e0e0cbdc-ed4e-e53a-9315-2d1cdee53322,Osuke Honda
482511c5-0dd3-4db2-a88e-2d585ea44a70,Benjamin De la Clémendière
64bbb3c1-11ea-4a78-b104-b9ea6e662697,Achar Ventures
7ba9fd82-ebf1-4aca-8166-cf2c41857ca3,Alexander Gross
24cb9146-4fe9-4954-84f5-af2d08fc6fc5,TPC Ventures
c37c65ca-44f4-ef31-271e-143b836cce0c,Ron Gura
f99b3618-c0a9-8761-ed6d-f124981adf0f,Perry Narincic
903eb698-b9c8-401c-9c31-1b1d9cc3bded,Dream Assembly Base Camp
76f5f17d-d69f-560c-4902-c738a4bec0a2,Oleg Tscheltzoff
9730e02a-2f1c-4d20-8d71-8f4de9a49ecc,Variant
bb083875-f800-4597-94d6-238289a020b9,ICA.fund
5f715262-82c5-4396-a14a-b144057c41b0,Judy Pagliuca
77399e3b-212e-2e82-594b-8680f1d1dc43,Creative Artists Agency
04f52814-77e2-b2c9-2d9a-4299dbb62455,Rocket Internet
f0c960da-6cce-ad98-28d0-c373571bb0e7,Bogomil Balkansky
b8b197dc-35c2-4688-9443-b03adece4c22,Joey Gonzalez
544ca7b3-7215-40d5-93de-ce0fa811b8bf,Meghan Markle
2f36d81d-0ca9-2f1f-3775-388dd9fd9220,Simon Borrero
3b5c300e-066c-2492-fddd-0b1bb7920f1c,Mark Corrado
36d9ecab-ba7c-f17c-0a9c-fd02de781bf6,Aaron Katz
dcf536bb-6612-908f-dbdb-4ad44e9c27bd,3D Systems
c9650464-6c92-32bb-046e-565cfb0dfd48,Insurance Australia Group
a4d87af5-5d7c-4c4e-8536-88e399e1b747,Jose Macedo
f4a1c63b-cb8c-b938-2499-9e6eddb415ab,Ted Dintersmith
c6097119-877a-4b78-91aa-60b734857237,Magenta Venture Partners
7c4ae7bf-fe44-2bb4-c2f8-316c64e37581,Akshay Kothari
f0147dd3-388a-437c-ab6f-a15f7a591fef,Eva Beylin
c94176b7-14d7-61dd-b13d-f9edbda95a7a,Arielle Zuckerberg
3c6d47ad-4727-0ea1-de6c-301df4f073b4,Allrad Investments
865dd78d-7bf2-dae1-8f73-cdedb624392a,Satya Patel
2a583937-5cc0-4a96-89b3-0c6f8a750515,Ratio
c8b767a2-0294-fad1-89f3-e7dc97c5caa4,Couchsurfing
5afd2b21-81ba-b71a-26bc-43a5950fdc29,Shep Maher
b7f46429-f991-3e36-3fa0-ecaafc61a53b,Anthony Palma
aefe6d7a-9e25-0734-1313-ccebe488b901,Canaan Partners Israel
301aa905-e93f-42f7-8f30-b5a4a925db97,Seamless Capital
6651d47b-0653-4320-a993-3d5fe18379d1,Mookie Betts
59502642-1042-40af-beb6-cb6a19f8ba3e,ELG Ventures
ce3aac8d-7a50-4fd9-a6c2-ad2ac7df9cad,Archblock
172027c2-ff97-436c-af14-5f28fca03ca7,Wemade Tree
b6182bf2-9b35-4010-9a57-bb97857aeaa9,Whistler Capital Partners
91aa892b-0bd8-2f39-3426-59fbc4d57804,Traynor Family Enterprise
c41ecbba-dfb3-bfbd-79cc-61b8cf95a6f0,IMI.VC
85e51ee4-fd55-2f0b-a279-675fec1b7f85,Ward B. Ozaeta
36e19b63-42a4-4a94-90a8-9f0a4d0277c8,A. Faisal Siddiqui
b32eb299-4587-9379-16ed-769bcf06c051,Founders Capital Partners
15b8dafc-f193-e45a-178f-0b62a2e39a71,Williams Analytics LLC
0d86f776-3861-453c-90db-2d2db7425c9a,Olivex
48b7721d-b435-2402-4a21-e81f5f3335a0,Xalisco Ventures
abc1c376-c4c4-40c7-b8ed-7631386b8a1b,William Croisettier
a4615ec9-e25f-5465-3949-0408751bc85c,Shawn Byers
4b29199b-384c-85ff-7ee6-d658072bd2b8,Loup Ventures
925dfdb9-196d-b582-2a8f-3a9be87f2fe7,eVentures
9772b7b8-7a7d-45ba-bfb3-1d626146c49e,Angelsdeck Global Ventures
e082716c-655b-c227-6ab9-91b47edb0b06,Simon Ferragne
60b80848-a3b4-53f2-2996-f0eac8f6c650,Israel Innovation Authority
9c1c5cd7-d4eb-4553-bf8e-3cea63d96ad6,Meyers Leonard
1bd5011e-8ea3-4822-86bd-4c6d279498af,Bufficorn Ventures
a1f95eb9-2782-7ad7-b303-21d41244f383,MGM Studios
af5a73b9-09d0-838c-5167-7886eedfa714,Breakthrough Energy Ventures
0edeaad9-e23a-48e9-8d8f-884be5a40d3e,Purdue Foundry Investment Fund
572f7f2c-32cd-4c78-83e3-31ca99a6df10,Tolga Kaskati
b1db5761-d5d4-4de8-b5c9-e7d13e050781,SnackFutures
61dd92eb-0ec5-4958-b42d-1ed4b56568fd,OPG Ventures
70f05f27-f189-c0d6-c039-bd1d980c9a11,EuropeanPioneers
bc944c84-959b-4551-9eb7-9b1c37365a9b,Rob Fletcher
d77d0e54-5141-8af1-c6dc-682074056f03,John McCarter
ddf24fae-bf29-4f44-8410-be7908e98105,Koji Capital
f393909b-bfdc-5abe-b7ac-9f36e77f53d0,IDEO
520ca080-7386-4978-a2ae-99e369d33271,Eksim Ventures
43170bc1-dbf9-5e9b-1063-11b4d7386de8,Fosun RZ Capital
63a6b547-6280-4e62-9bf1-d8ca348c2d2b,MonkeVentures
75d2e733-b418-480c-b730-22d275d49586,Sandy Hart
3bb4d507-43d9-4744-a39d-1a2bedcbb3b9,Enzo Ventures
48c983f3-a7fa-9aca-6fe5-536f49c8f72b,Capellas Partners
ac989612-a696-c15d-4210-388445a69714,Dan Bragiel
cade8e0c-1c7a-c55c-b311-63bc982fa40c,Fusion
e7cbda5b-d53e-30df-b5b6-778b70d92386,Fannin Innovation Studio
60ddbfce-5dbd-4a7c-8bb3-21d61fd62e6c,Society of Entertainment
df0dbd09-9673-43e8-ae26-b689982b1f82,Lake County Technologies
7ab6c0e8-29b5-7f81-adc6-3989ac369ce2,mHUB
be7c079f-2f78-4570-8d00-c7f2df4141d6,Radhesh Kanumury
ed3cf4ed-3117-0977-0aeb-adf4a6105e15,Aleph
8709e6cf-e4e1-20f6-3bc7-00b83ef04582,Shamez Kanji
443e2138-4483-472d-b4b7-f20b70f33c3c,Andromeda Capital
5cd6ac29-eace-40bd-9e29-10564a873756,Wade Torkelson
df6d68da-d1ae-4ca5-b2bf-bafc7b763c13,Francesco Carozzini
9559b6c2-def1-4330-8cfc-da19e7af6918,0x650d ‎‏‏‎ ‎ ‎‏‏‎ ‎
441ff26a-3692-4dd4-999f-af47bb0b5785,CMS Holdings
b5a5742b-9d2a-be6e-871e-6ff9b14f1629,Brian S. Cohen
fb00afda-4dea-4e4d-b137-34d12c5a9a6f,Bloccelerate VC
3f7887ed-35be-4f5a-a783-6ee3f3d59995,Climate Resilient Africa Fund
36287ddc-b3fa-4bbf-8e3f-1caf0ce99d8d,GBV Capital
ba538e7a-39d1-9986-82dd-49546aa8f816,Michael Sachs
ef4685f1-268d-40c1-a63c-0e3e085da89a,Agritech Capital
b0961bff-e26a-1ded-6083-72be7a88da29,Steven Singh
8410918c-6562-4d79-909f-8b2f19695968,Aera VC
fcd52d21-639e-dcbc-c19a-cfbc77577527,Nina Cherny
150e0fad-b62b-b7cf-f86d-c8efdc09c22a,Alessandro Piol
63763ee1-46b9-477a-97a7-457c23a23565,Ethos VC
e6435af1-4e68-b869-abbf-f784dcbd3c84,Pharrell Williams
5e277bce-22e3-4fd3-9056-7f2ebdbe7185,Oscar Quevedo
e0a7ea5e-da88-18cf-01f3-b284b2e5f36c,Ted Huang
6f8ece4b-b2ff-f6b1-46c0-9dd9339add51,Brad Bao
fc1ddcb0-4605-ba63-4f6a-0a6445e1e706,Maryland.gov
a3a888fa-54db-48c6-b7bc-052849358e19,3plus VC
760e893d-2788-44cd-a6ba-18bf03ad0e89,Intersect VC
e0eb02f9-4d12-4289-9680-9f63799dfd7c,AJ Capital Partners
d92fced7-cfde-b23d-418a-f6d3c588bc00,Abhinav Gupta
5f3cb0e7-0073-4b5f-8421-f0faf65bb22f,Capital Croissance
2a5fa1db-4075-04fb-d76c-372158a3a2c8,Friendster
7e2be7f7-ff4e-e6d6-e852-8ef1b7c12261,Joseph Eagan
d5b0ee3f-75d3-4d3b-918e-ae2c4230d735,SMO Capital
bd65986d-ed71-ab9b-6ae9-fa66dee88291,Christine Tsai
9585bc1e-1471-4751-8c26-26d821e622cb,Mary Pimenova
ced5a40d-516b-450c-882e-2c9c2a1e1380,Alsora Capital
ee68e6e5-c75c-5da3-dfad-992c9222b2c0,Seth Goldstein
5d841b55-1fb3-5547-e0e2-3f068e0504a5,John Caplan
764bebd8-7898-461b-8270-d1bef1dcdd95,SRB Ventures
84663778-896c-45c6-a320-a496db2d6b5d,Anonymous Investor
62866dcb-43f4-4994-9508-91fd2956c4bc,Ayre Group
5d277919-17cd-fc91-055a-8f0322580b2b,Jackson Jhin
d7f79e13-4f2a-214b-6000-0416e3bd0130,Wu-Fu Chen
59816e83-1216-cf52-a31b-6435d80dbc62,Saad El Yamani
faf3a4cf-14ce-abc3-2f84-6a30f682f323,Lakestar
b513c405-59f7-4470-bc7c-92df864bc1f7,Deco Ventures
051b9cf8-74ad-4036-bfa3-a20199324221,Prosper HealthTech Accelerator
44dbcc0e-7418-8e70-a8f5-97361c1c1983,Paul English
ea08824b-ea4d-c7d8-71ee-0c42d504112e,Trustpay
654f9f0d-c70b-f6cd-3a3a-096ff3bc88df,Sangram Vajre
51179847-8ae2-1971-d794-fb9feef5d8cd,David Sobota
6cecbda8-96f0-5acb-adfa-05bc78fbc783,Bayer Pharmaceuticals
75d17a57-38e4-4fb4-85b6-8cc3a3b7efb7,Barry McCardel
383abaa8-1467-62ad-c425-ff42bbb43a6a,Schooner Capital
eff853a4-9a38-10e8-a63a-a84729a9f3fb,Yuriy Boykiv
b5a75186-5c27-4072-90f7-3f042f809b9e,vive .n
39adb016-9086-4da7-b976-02e80b3b97f8,Paris Heymann
2bad9577-a33c-4b1c-8731-33f52185f974,Siriguela Ventures
35a87ef8-2edc-3332-bcea-9cd36a6de926,Fred Mossler
86a57949-c016-4dec-adc3-af0787601020,Undisclosed Individual investors
e7f8df26-b68e-47ee-9751-4f2417340ac9,D20 Capital
98bad080-f457-45fd-aac9-066802a84c18,Caroline Broder
4fde4edc-efd7-abf5-bb01-f139e7b4d747,Peter Yared
103cd1c3-d640-6181-fd81-ba6c9a2266c9,Tammy H. Nam
9e02c779-6db1-a953-6811-70e8784196ed,Marcos Gonzalez
20c0fe97-a3fb-e168-c114-ad883d65ede6,Chris Muscarella
892ecf28-5e3e-5a59-4fc0-ab562753e728,Christopher Allen
75fd4f79-e877-c6b4-3666-551f47c38d5e,Incutex Company Builders
081af89c-2655-44d2-a559-005915017a1b,Morning Star Foundation
de07240a-0fbc-acaf-b05b-f30e19245987,Nestholma
9d235e35-aac6-6d87-55b4-340a36a0ddec,Ethan Austin
2e79da2b-3d14-464e-bcb4-51ce8728d70d,Dakota Johnson
0c42e928-4bcc-4004-86cb-ed643512d621,NLA Ventures
7642a4f5-3c26-dafd-0094-93c58c9e5949,David Golan
81b41974-a56e-8daa-27f3-089d10a3d390,Christian Gammill
6d97e894-2ea4-4590-b1be-3b5a5f224ed6,NeuX Capital
d9a9a847-1bef-9efc-1ea0-2d3912de9137,Steve Anavi
1ddaa69a-aa13-fcea-40c8-0550e68ac335,Hjalmar Winbladh
f92338e7-432d-4bc7-aea9-3170bbcc5c87,Ivan Jimenez
496adf07-9a43-8232-9ff4-aa248c538318,Jamie Iannone
a83ee6e1-4300-5fd0-1aa2-c4b33c8984dc,Three Point Group
850b5be5-2144-4fb1-8ee9-d2f10abc5aa4,Magdalena Kala
f3f5bdac-426b-7bf1-5708-97287fc86625,SK Telecom Americas Innopartners
58ba4886-7fd8-4624-8d3a-e5fa56b3de03,ZEMU Venture Capital
f6696c5d-7551-6a6a-54d4-64a60e1538e5,MTGx
293da385-0ed3-43f2-97ab-60ce363bb9df,Omri Barzilay
5c907784-3db2-1382-5e7f-a6726ef7e717,Jean Charles Samuelian
f5a1e60f-29a6-acad-2c54-a5d5dc3e385c,Ramunas Bumblauskas
a505b5c7-238b-c2fe-0cff-be0683cfbb7a,Matthew Hanson
11491d7b-278c-493a-829d-61065d7ab5f9,Wen Zhou
abf2b84f-ab08-419e-b161-a799de91e3bb,Wayne Story
6209955a-8e49-4b1d-9ce4-30d496085b37,Napoleon Ta
395ddb8e-09a8-412c-0f40-a8546b50065f,Nephila Capital
95868b88-f216-46e9-adc1-457f562faa09,Quality Control
080ec1bc-850d-cfaa-664e-2859774b61b9,Adii Pienaar
f507ceb4-ef16-4807-96b4-98551dbf8feb,Terry Dunn
5a75e410-ea4b-4416-9904-cd994a8cbd8e,GTA Ventures
a78a40c4-f1e5-45f2-8b4e-9a304b81a3e3,CVS Health Ventures
59e22e05-2b6e-4417-91aa-853958db3bfb,Splunk Ventures
1543d4ae-ce2d-a596-128a-1494dfb13275,Alexa von Tobel
e94d3a63-6990-888a-845d-2059ec2c7874,SteelBridge Laboratories
72dc1b6b-cc8f-16d3-05a8-6ce970a9aac3,Alex Lassiter
9b4513a5-8e32-45d0-8af9-bd5f1301e35a,Ambush Capital
e3015b45-20bb-4c2a-8b1b-7764e93b57a6,GNI Japan
946d7c30-5459-4488-81d4-1acd1f98481b,Metavest
20e63f75-be37-7689-6300-5217df265df5,James Siminoff
ebd75c51-61b8-4ac7-adbc-b469111df4a5,Savan Devani
114a07ef-bd9f-8f1a-3360-bc8e21872ff9,Charles Cheever
27945f1d-1944-ea03-dc93-fd721deda826,Velum Ventures
b274fe10-0be1-45d7-a4c5-1985439e0bd8,Grant
966cd4b3-5d24-42d6-8313-2b3402bbdecd,Jordan Momtazi
5a1f155d-c097-45f0-8dcf-3cf8fd6f2450,G5 Capital
104ea758-46a4-46a8-b787-9ca1bc777d52,Kenneth Freirich
1b8d6c95-0224-40b2-ab6b-47061d90dbaf,Boaz Schwartz
2c063804-8312-49ce-95ac-d159b40b4c21,Square Deal Capital
c36743a3-a10f-4abc-b1f9-5f02493950bf,Sergio Orellana
4f17af69-34bd-ebf1-cbae-d20138db567a,Sebastian Brunemeier
cc45ec34-f2f8-473c-8dbc-256dc87e3185,Outside VC
f12aba9b-0e7d-960b-e4c5-3a2ba8acc0c7,ARC Angel Fund
c97e0af2-2327-a9fd-826e-0321cdf177e0,GC VR Gaming Tracker Fund
ea121b70-f95b-769c-af40-70d10f5856ac,Greenbice
9bb7439c-1fcb-4c62-80cd-0cea63771d8d,John Cassimatis
ee2505d5-a8d2-4c13-bc72-de88cab636b3,Anil Daryani
d2c48986-ed90-3846-9dd2-3b1aacb6e845,Mikael Hee
feefd419-ffc7-9eed-cf81-a514204be3bf,Justin Chan Tsan Ting
f7f07fa2-f254-ccf0-a898-061b97d7e617,Chiratae Ventures
80a057c9-2014-b502-05e1-6c05ef221df1,KPN Ventures
b1e202c5-881e-6c2f-f25e-d31a8859a8ad,Stanley M. Marks
53bb8871-7d5e-632d-143a-c1a3dec9025c,Brian NeSmith
bd32aa93-94d1-b5d6-a231-dde2ef9964db,33entrepreneurs
42f6157d-aec4-488c-9785-c6df3e295cc7,Travis Adkins
889ec859-ae35-0768-8ca5-7132a248f423,PRIME Coalition
85966894-36b4-9c40-0237-938b1bc36916,Rick Farman
43fc4df1-f1b7-4422-87e3-4ee418e3d5b4,Seven Turns
75213e22-9421-b368-7e50-a36e9ddf1cec,Wollef Ventures
3451ad6d-012b-45fd-a50d-3aca10cf0e63,Rannapo Partners
9042aa8b-c7c6-e502-363c-047cffa24e46,Shannon Sweeney Offen
f2311a60-c908-51a4-ab4f-b5de5fff643d,Amir Banifatemi
ea358e3e-1002-f5b5-5d55-a1237d6caa1b,Drew Oetting
19758698-8b1b-4601-8985-61dca2a45a77,e squared
