org_uuid,name
8737f44c-ec70-69cc-9fdc-0794718180e8,HireCanvas
8564d3f3-89d5-7cc2-245b-4ca0e85bcbb9,Blender Workspace
9517f71b-f0fb-b4e3-4f1b-2950d2707b92,Wayerz - Optimizing Wires. Worldwide
19407a96-2984-cdf9-4398-2262ab58af98,Keymetrics
b84521f4-799e-043f-71ad-aebcd99c2b26,Please and Carrots
f44d7484-3abf-fa29-6c07-3b1763826fdb,AND CO
95d4f6a8-0376-13e1-87b9-3c74a56465db,Swipecast
22e64041-9103-0107-c084-aeecad3815de,The Farmer's Dog
38b75ea4-17ed-58ba-1f62-1d8d3a6b7605,TreePress
342d4b6a-4aea-0560-7858-3e72da158965,Viziphi
fbe987bd-d088-0245-e497-b9a6e7033bff,Auctio
2b1929e7-ad82-272e-041c-26492f1beec1,Wandering Bear Coffee
db415dd8-df18-4b16-97ea-a836d506f408,LiquidSky Software
8e9265b9-557e-b7ea-e1a9-68ebd5e4850f,Truevation
af0711c3-f84f-af20-13a7-2ecc7ac64b94,Elemental Path
290873fa-0750-745d-fcce-3968d4dbe99e,Oden Technologies
3c693aaf-8f57-4528-ab36-731975169af8,Channel Talk
bfddb90d-7308-9852-999e-6da9e38169c1,"Chimes Broadcasting, Inc."
40808962-5fbb-8631-02c8-74945ab55be2,ConceirgeStat
90ded269-bdd6-ff94-d3b5-e47a2c2c4dea,Braavo Capital
6d784afc-185f-470d-832c-aca23eeeb23f,Kaigo
e7eaaad3-053b-4e88-afa7-f3249bc8e204,Sea Star Beachwear
cbf5e4e5-d392-d58c-4c77-b84233c1e867,noplag.com
30263f0f-3632-4e23-ab58-b30876ec771b,Mentored
7fff092c-fa30-1bf0-c659-8898c31dd275,"Questorganizer, INC."
017f8f0f-cac2-cdb6-4d07-bbab90956bc2,Phylos
a9394af9-5db8-7555-d52c-684733e9e73b,IrisVR (part of The Wild)
8e27973d-b847-d96a-8c6d-3dc197919f32,Cascade Strategy
a896d959-3d05-356f-0fc9-b95ee2073fd3,Axiom Exergy
39946556-a6ea-3e48-f548-314c7791559a,Puzzlium
9854613f-1852-f94e-97cb-bf0919b09f62,linkedü
9f23e6e2-71a0-eeb0-e28e-b10092e67246,antsquare
817bfd7c-8d05-add9-1915-b5eebfc8d296,ConnectedYard (pHin)
b69e1d70-eed3-52e5-194c-d3b4ed517ee2,Datos IO
26422210-d1fe-8967-09fa-39810d7a6f23,Polarr
836c4214-36e0-d006-1df1-2df7ee61d09e,SmashToast
7fd8f040-0749-4162-88c5-ed9480c31699,Textel
7b58c842-fb77-a972-715d-6408818c529e,PLOWZ & MOWZ
bd42b44f-05cd-21a3-46ea-79a17bec7907,"Brandwood Global, Inc."
23a4fd1b-b1cb-432e-b32d-2213587ce095,Slingshow
68fcebd8-5d92-a033-7f71-94e2d82a2bdd,Kyoger
0d65d324-eb02-1109-2f73-9591766cf271,Hummock Island
dd41804b-645a-015c-f904-38192985cd39,Elegus Technologies
4f7d037e-e5cf-b85b-a134-c9f970dcbccc,Blispay
fff6e989-d35b-7dc2-8b59-578f25451217,PathoVax
a7ea3697-d69b-4efa-bb2d-6a33e12b156a,bluShift Aerospace
08c94911-a529-7dcf-23e3-21675469a012,Soofa
e29d4b9f-d4d5-1046-2958-22ebd8031237,Astrocyte Pharmaceuticals
43bbbaab-0706-7f7c-424e-2ff9affbf948,Anfiro
880978f5-e26e-4d9c-93ec-211b1db0190d,OpenRounds
bde81446-cc51-fd82-2df2-6b3a385f4171,GeoOrbital
53681638-22e9-6bc7-9fe5-12e4307cb814,viperks
74857730-ae64-c0a8-4c30-5e0b858a2147,3530 Technologies / CreditCore
0a65e124-0755-cfdb-8ecd-9c1a1339e199,QuadJobs
7338b47c-d5a1-d761-b93e-2cb5bcd09e2b,DataFlyte
0891a70b-d8a0-455a-95fe-6079e13a6dbf,Fiture
2694a214-8864-ba22-d453-16e0930dc318,Climb Credit
78a1d010-9ba6-54f2-88ce-058c9ef47d59,Arrister
adac6e17-a329-4e4b-4711-92e25ada2c76,BareedEE
9f7aa775-d830-fe7e-15c3-cb8830c30261,ClipMine
c8b15840-9cb8-81e7-84e1-fd5880677755,Teleport
74a66ef3-58d3-adec-5740-ae7794dd6dbd,12 Labs
a72f99c5-5f27-8d56-f3fb-4811fd7a3746,Phantom
c8373cec-2d44-ac6d-d5ec-594d7a9a2331,Cymmetria
e46d5642-a67a-6e62-e0ce-b17bfc27de53,Mariana
f0aec25f-a920-3373-4d40-6a633c4bc828,Nixie Labs
47c53b42-d114-3884-0f69-f2ccae004fdb,Skry
c29a4985-abcf-44ad-b657-18f9f0a1cd97,CocoTerra
76e81355-2f5d-3e93-9f83-1cac4dc738df,Elmy
23c07bc7-d983-4e7e-a9e9-2b8bae7604d0,Farmer Willie's Alcoholic Ginger Beer
079fc355-57a6-e7d6-dad7-2b171691826a,GoRout
8e10c8e0-5483-57f0-9001-a19e7afc77c9,Amplio
645ad49a-5895-35a7-2c4a-3644eb765082,Aero Glass
bd7ea346-a787-72d1-4c46-07024c9fbb3b,HashRabbit
4eed9e37-8fd8-d138-784a-f5ee0f796901,Cirrent
7229e2a2-4559-5b08-ec0c-16361b7e80da,37coins
4328c597-ad14-957f-ad78-ad9201bc4ba1,Wayward Labs
dcb3e877-218b-9e7e-7e8c-010c80c89d74,Proxce
7ccca99f-c99a-8bbc-4332-f1c1469fbcc0,Life Detection Technologies
b6da4f6d-9c85-4f30-9ab2-3e13c717bf78,ProsumerGrid
db1fa1ca-b7ca-dfed-dfdf-bdda94721749,Realine Technology
ae1206ce-f886-4291-a1a1-5e32c3007e33,Billow
649efd70-1b65-77aa-d10e-d9d99382cbc7,popAD
e6b1759c-2ca6-8642-501f-0666b4856545,Linear Labs
03eb0537-92a7-4ab3-bf65-2248ab4293b9,Ribometrix
35f7bbda-040e-367c-1b74-1ab98f2fd0ff,SideDolla
fbd4d7bd-3d91-26f4-b1d7-db44fc49815e,Switcher Studio
9fe0b9ef-8dc1-d240-f1c0-4b3409b5745f,OnOffBlock.com
2fededef-c57d-d928-e11c-6efa3d50a985,Expii
e0517a35-63d6-7990-591b-dfa1956c8788,SitWith
aee6ced4-bab5-b4e4-517b-3a4ebb5ac0c0,PathVu
c3463421-336f-40dd-9085-e95b4073ea20,Reflection Sciences
88f77d86-a019-bff4-a9fd-6ee75effa37a,Clear Labs
91e0c40a-054c-94a3-442b-3cbe57050511,ElderSense.com
d312dbf4-ae74-fbc0-e485-d8438f527df5,Heads Up Health
aae63849-2910-d312-942e-7507ece59746,Modelo
82283505-8a11-4d71-8677-7b2271312f2c,Meta Games
62b4ed7a-5608-08b9-5496-f7c1104907cc,Framebridge
f2bac667-76fc-bd48-d1dd-8ea5d628ed56,Actionfigure
8f7a337d-0e44-7cbd-2663-5d38b9ab6af5,OpenBazaar
0c03e79f-873f-353f-67ff-becf715537fa,GuestPrep
bb18b511-a1d4-3cb0-264d-e703e81d8534,Coin Center
d29d2bb0-5f8c-4381-a1e9-96ec4e5e851a,JRINK
dac48b37-818a-b922-79a8-addbe77947e6,Movy
2c0c8743-8485-0b22-3597-1c40b5dad2c9,Exclusivio
10b8d140-c7a7-4d05-9728-ddc8ae889dd8,Path BioAnalytics
8f8fb890-8978-1486-acf7-67c6d847728a,Oxie
32d2ebce-09ad-0701-d227-fe87d8901308,Hone & Strop
da49b423-555b-73fc-0021-7404dbc6d916,HelloTech
c852c5d3-220d-2eb6-c78e-3c9148430ce4,17hats
1e4c820d-07f1-f431-a5aa-c406ee4da6e7,"Muko, Inc."
44b04923-8727-c3d4-c348-5f2cbc65618b,WiserCare
0722ea68-3c55-3145-193a-1b30b2ab1b6b,Flip Technologies
7a100f01-df5d-6daf-7dfc-26332f8b295e,Vrideo
08a9859d-7754-99f8-1c3a-7af0643508a2,A4C
c73be3d5-d7d4-e9de-fc51-bb5f702821be,Camino Financial
a3fcb24a-66ed-8a70-0d3a-9b3e5d04c51d,StarPower
552538ad-a089-4481-ac93-537952804dff,JUMP Holdings
b84184b8-41e7-4533-8366-bbb9bef7177f,Social Fiction
5438fdc9-05d2-01e7-0271-cb527c161f14,Tempo Storm
901823c5-8986-5af5-f7f2-8cee8a07475a,Nanoguard Technologies
71c6c683-8bd6-7019-59bb-1bdc8db70c21,Virtkick
0480f38e-4d7b-4518-6338-b993579fd8d3,"LotusFlare, Inc."
407e81c3-74e7-3876-5a8f-8b74202c1c89,Hogaru
44fba90f-9367-3471-e407-40c0aa0e8ef8,Cequence Security
2ea3f468-d002-b332-d607-5e74be11e4e9,Bolstra
fd68ccda-fe0a-426b-8ef8-4ac4d20ef42f,Smart Apply
4fa830f6-cbf7-1d8a-0cf9-f44a0c3a7620,Breezy HR
760c09da-2510-495b-8335-a898e31e600b,Manta Biofuel
39420eba-a8ed-d61b-ed27-204ef9d9064a,TowerView Health
a357691d-5428-6f29-4b67-13cad4a99e21,Allevi
3587bd48-6269-d90c-d3a3-c8115ef4080c,Wash·LB
3a7365c9-9300-7596-6e41-934a09e12dab,Optonome
a1ad138d-76ca-e89d-dd66-06205f071756,FarmX
bb426796-9244-1d1a-4b01-3c835a020bbd,Opsani
6fae3d6a-6e58-ec19-a24e-df08575a78d6,Kryptnostic
42b1515a-678e-c9a2-49f8-3ee22a8bd6fd,Domuso
54bc6201-1625-05e2-dfe3-6b3c0024cf5f,Tradiv
e969841e-0260-ef1e-255c-7f47868339a6,LSEO
da062af7-9d71-44a6-abdc-34cc789c28e7,petNmind Holdings Corp.
5205b4b0-c645-8c7a-c354-57b1a866f554,Track
c9cda318-a537-4945-adf6-114a8987eb91,Neuroware.io
d06e4b90-8d64-1abf-f0a4-0f54cfcb038a,Nodal Industries
48096aab-4653-72ca-032b-43e19f19bae3,Volt Health
9e1cb857-6b06-d16d-08df-851cceec1454,Koinify
60af7327-b770-2e7e-4c41-6d83f819b22b,Rack Performance
7660b708-6550-a057-8eb3-d4f72628d658,Wheelwell
a45e4959-e291-d4aa-640d-f7d30399bd19,Blueshift
508a7c63-8552-4867-83d0-c1ccd306e81f,Chain
b4d017b3-e5b1-d5cb-bddd-c648a3ea9efb,Apto Payments
aa9c73d3-fecb-5f34-b083-cc5afc654e1b,Gooddler
60838ed5-2217-0465-7467-25a5f137d1dd,OneMob
b23994f6-dabc-8d81-bdfe-45a8853025ed,Estate Assist
d009aee8-d1ee-aa35-7845-834174e60174,Snowball
f2051f94-d1a6-d05f-1146-6ae7e5633b4b,Sportamba
734b06ea-be2b-fa5d-9fb1-5165e6b7e368,Shuddle
4e8d788e-2bf6-2b0c-1d4a-01be56d8c1df,SimplyCircle
933d0389-67c6-2437-2c61-d1b5082426df,The League
218969ee-46f6-5a9a-9e6f-cd58bfcab8fb,Strapping
b988c9d8-dfb7-b0a2-b0ad-f4a6ea70cd04,Solebit
9241f347-dcd3-e98a-f16f-6a931807954b,Mobilize
a9e29133-d2c1-4974-b0a1-18f21b4d28ca,Harvest Savings & Wealth Technologies
6c2b2e40-5d6b-de04-f8ed-d8dfbb35264d,DearMissJ
508fd8ff-9262-5ee4-f9da-2eb2fa6d903c,QuickCoin
2f32f905-6293-bce5-f59e-ed783baadc30,BlueTurtleBio Technologies
cc0282c0-5819-2a00-b421-b9d215ccc3f1,Postman
97235359-326f-581f-843a-601c5594c068,Shift Messenger
06f19735-bdf8-09b5-24bb-07ac26fdea16,Cloudstitch
d6d990e1-4a80-b451-a39d-d605d2bb5f87,TXN
52923ea3-802d-2768-2c8c-dbac4a13b559,Reveal
35f29789-c0a6-76d4-ce51-b05f52831385,Blueboard
23bc6d2c-4769-c910-86b0-7838e65c6814,Memorang
e52a9788-1163-2bc0-2e88-690ba2c006c6,Paid
d991ddae-aabd-a4b0-3797-ac188940dbcb,ShopCo Technologies
002d0ce1-bc3b-36d1-13c7-50a84555bc25,PAKIBLE
c44a32ed-1178-e940-858f-1966893a4c23,Gate Labs
2eb04ccc-f8b8-5cd0-dad0-fcdf2145fb61,Handshake
3de12abb-b7e3-5788-bd79-49063ae6ea25,VRChat
e0053498-4a5d-ca28-6f2f-93d75d943621,Reduced Energy Microsystems
4ebd1df1-bb10-1b89-d854-cbd32d92834b,Collokia
cf566861-c014-1dae-a46a-5ce073fc8e64,HealthCareLove
e1fe4740-37ac-7f09-bb4d-c17e58ffd70a,MerryMint
9e88364b-622e-8e21-b064-b5760aecad92,Starship Technologies
e7c574d6-5195-6275-3f0a-b248d09ac6c2,GlacierGrid
381e3cb2-299c-e6e6-e4c9-50ddd81da6d1,Mailburn
edbedafd-2f47-692d-c4df-208277777723,Kismatic
72996f5b-6859-465a-a206-de39345175c8,Remedly
5b53145d-6b5b-cf3b-d10e-1c3f3c2d4d04,Identify3D
9faeff62-03d3-c05a-005c-1d81711808ff,CityCop
776d4a59-5f7b-4b45-9561-013baa260d85,Juniper Square
98b03fbb-3bda-7e61-f253-96b54c68b629,pikd
27a6234f-224e-4f0d-b186-d65be3f160ed,Lyric
a5c096ee-4d60-dbac-d5fb-ae0733af0ba8,The BitBite
14f2b4f8-7a14-4bf6-a72a-510f0690a8c5,Cass AI
38c6e5b5-4752-1585-415f-f44372589526,Curious Inc.
e0d74a70-9383-6388-3bb5-1ac13327cfbf,StreamSets
ad571bfd-7ab8-4318-91e1-44256a2eff70,TrueClaim
1c4f9b2a-d862-484b-873a-32d57f84b6d8,Localfu
ae6222dd-5b0f-db9d-19cf-3fb6b9a49ae7,Pixtasy
03a3ee9e-1438-4c9d-a95e-0734809cdca3,Sensorygen
98879a6b-7f22-5ac9-a9fc-4142c2df4a8d,Mobile Enerlytics
20f54039-a1f8-8648-7601-1b5f22582d61,Augmedics
0d14240b-f546-1037-26c9-7b3eea21df69,Zenflow
5a7f932d-6245-f621-c54d-39e8b21e5347,Sculapio
1756bd0e-3cf8-42e7-ade1-e9038805cf2f,Cirrus Medical Network
4e4dce08-d3bc-59aa-1788-63bacba66de0,Home61
a30dc24f-1319-e5e5-c6f6-4c5130c5d7b6,Quiver
6c87de56-d818-cf03-9828-7e13ec880cb5,SimCase
3a55b052-386d-8e6b-28e7-3ddea4847f09,Care Angel
2d5b0eec-b0a7-1338-1837-6e4a5d2d34a3,lifecache
01d9fb41-dc2b-4d5d-acbe-95f612f28e4a,HiLabs
b4b57e6c-f8fe-7080-39c2-cadf26e02989,Ravti
20147449-f7a0-8e22-e6f3-a984cb366816,Skout Deals
4e8e2552-1863-d79e-3e51-aace561e8787,Mobile1st
ca4b8e42-7703-5f8c-66cf-44e4b1592899,IdealSpot
faafbdfb-4246-4dfc-a521-bb4f835aed3f,Magnus Technologies
3e553c62-ed31-d9c1-a0a9-d4c9eb45c786,Emonix
4c08d476-0202-2a9f-1e1e-2cb2a000c213,Medicine in Practice
da843468-5b55-2c68-210f-cc4cc6fbbf28,HigherMe
eaf1fd9e-4a67-994f-95d2-1ca3e3775bd8,Auction Mobility
886d73f3-b438-fa7e-364d-84fa4026d99d,ManufactOn
64ceb2f3-4043-9dc0-ca1e-e60b33de0207,VocaliD
d95c79d6-26ec-6b38-c4c6-df3a1c32baca,The Sync Project
51d8ae03-80e6-451b-93f8-ce4c36092334,Coldblock
034f0d17-81b4-553b-c75b-500c18636831,Pixsy
497b3125-9ed0-522e-aa69-41cf7a877095,Pnp Loyalty
397eba2a-e6ab-4d40-89c4-6d3d0ba96993,Inspire More
d04ab8f5-ee28-048b-9a55-25109ea0dd36,Nymbl Science
29b54860-e8dd-966b-82a5-08bbf608f877,SonderMind
ff597eb3-9d43-1087-22d8-946eb01931f3,Ubiquios Inc
0c7419ba-cd3c-b81e-1238-43b25e9c1b84,Seal the Seasons
0fe5bbd8-1066-68b1-9e40-29a3cc0e83e0,InHerSight
aa48a5a5-c81e-bf63-475c-2dfbfef0e33b,Cognitopia
7e3c3864-f85c-aba6-2575-b825dd5bd309,OC Tech Happy Hour
891c0794-6a1e-77c8-73ed-0bcb09ff1b36,Rapid Healthcare Inc
f91c0202-171a-2edf-ea94-66e38091a78c,POM - The Peace of Mind Company
b6ddd285-79ce-0505-6fdd-80c7b1ff1237,iRewardHealth
8834d7f1-eb8c-a9bf-d43f-b7abc79ff648,MobLabs
f21fd137-6529-038e-796d-72cc2c67b959,Fantasmo.io
c6ef8fb4-413e-9940-3a1b-500bbb1abcd3,Metaviz
2f511cc2-01c3-df2f-d06f-91999e032396,Pointivo
35e9aa49-d891-47d1-9b6d-33a8e655f230,Quest Renewables
fc064c48-ae01-4ebb-b9be-454ad4578c0f,S-Biomedic
1d0ee95c-c197-e3e6-6091-1bd4802babb2,Skindroid
d86e9852-e177-bce6-0d6e-0affe78aada1,FABRIQ
1b9e9636-a120-a345-85ee-908fba2abafc,ShipBob
dae8d844-da72-5a7b-1260-8ed34005297d,PeerRealty
0dbaaa65-d37b-ea29-03cd-3526d59405e9,Bartesian
ce5ab472-bc13-6e9d-dffd-d8386bc49b3e,Skill Scout
5defdb54-ad60-d4be-1600-db1ece90eeab,Nullafi
c3773c31-27fc-6e08-998b-b5b16b4bb672,ThirdPartyTrust
c025ab7a-996a-4d94-b6bc-2756cfc6cbbe,Triggr Health
50ca5a17-ebe4-6214-16f8-eaf31c09a7c9,Starchup
e9f2d9e6-4398-c0d9-47fe-5a904705189d,Hologram
209afbb9-843c-02b5-dcc4-4acf18cc2bcc,Mr Patch
a754c185-73b0-4e80-ae6d-8831f845d4d5,Castle Ventures Inc
694645c9-fcee-42dc-b524-ac8aa4dd3be6,Weird Enough Productions
532ee90a-0961-b72e-d40c-8f09370e336a,BiJoTi
85d681b9-8778-3f02-93c3-42629e981287,Semperis
b619fa32-5301-ed63-f3ee-2e64c2a2c816,Petrabytes
d41b1fe9-08f6-03ae-8742-ba4aceffae23,NanoLinea
257f449f-837c-52dd-7d2e-e3a0b0017e07,FanReact
46c6c999-543a-2c19-407d-f174e4a253d5,Seremedi
3371e835-7e64-4098-948b-f89717040f7e,PackGene Biotech
301f520d-29d2-2dbc-b719-f407a42af50e,SmartUQ
f458d3c8-c055-4fa4-a10c-ed72d24cd43a,Rx Bandz
2748d050-2444-d1a0-839c-b7c5d5952a4a,Graphistry
ffe971de-1eec-be2c-24de-09bbb4b7644a,UtilityAPI
1dbf3d3c-ff5a-f12e-0e35-132dae67102c,Glassbreakers
ce09aaf8-4621-4dca-878d-8428a50023a5,Command Systems
b612bd3e-7ab6-465b-aa32-429ba24c2702,SeaChange Technologies
0aa72a50-897e-cba2-6c9b-e1036e21980e,Endorsevent
7c52831c-67a4-37d6-6442-5e28746681ec,Garmentory
b357b206-9256-3879-d788-63c11bcb9b5d,KustomNote
1669489a-3d78-4201-8b39-e887f34df313,Evrnu
137fb3c2-a184-41b1-5e3c-47d05126437b,Human Systems Integration
74fb555a-19b5-4a24-9edc-3645f6ae56ca,SapphireView
890d902e-953c-278a-c9e7-461afd5d3f40,Envelop VR
c075e65d-a3ef-4bda-8f01-bdddba634357,Eucl3D
202f4d43-2d80-206e-a160-fdfd5e71d284,Endaga
bd29c224-5542-e979-36a8-5cea2a076d70,Bonsai
305ae2d8-9272-77c9-304a-21fc425425e8,Level Frames
711f699b-6377-e9a6-2190-29f80fe5fe23,Villageluxe.com
5117727d-5397-e63a-bb6c-b1f89cb92d82,MatchaBar
345daaa5-f366-4275-9c9e-985b3992e985,Blinktrade
b375f776-071a-fc48-d0bf-d2595c19ec74,Push for Pizza
bedc3b72-c330-06bd-beb7-bb1ca4709ce0,Yenko
3ef0037c-8cc0-ca97-d9e8-585948f0ec69,Neoglyphic Entertainment
b2333949-c5a7-4f1d-82d7-088c18e81cd8,AwareAbility Technolgies
152a2d9f-2b07-47ae-95d6-eb64f6163aed,NeuVanta
a726f795-aa33-31e1-1908-ee8e815e1886,Wild Zora Foods
2c56cd4c-2263-4f71-c9bc-faeb473a0665,Bigfoot Biomedical
1dce5eb3-1641-569e-817a-778ad0f4f8a7,Count It Labs
47bb062e-6087-281c-a7c2-76920794a79e,TrakGo Messenger
df1340ff-6508-7de7-fdf2-e3032d147e58,Shipster
7a83f793-1308-70e2-cbf3-a5ae0527bbf2,Alfred
57483903-8c8b-b846-9a20-53dfe2d7107f,Investormill
2411cc32-6146-c090-1d21-83fb9dd1ea17,Balloon
98980426-fa0d-1b44-f534-f30a1efc7451,DormChat
9c4e8033-be25-baf6-dd54-c4eeef23700d,dhomain llc
b06682b2-9524-d0e5-ada1-ccfdc8586167,Reserve
9330fc72-819a-b944-4fad-15a91e14c1c2,The Ritualist
31f235bf-c7cf-8a73-f71a-623d6adcdf1c,Foodie For All
07be09ce-f732-5394-1498-35f3856c52b6,PeerIQ
57116f06-659f-9512-0790-2947ae144d10,Kite
17ad4c56-e9e9-abdf-bc54-c531ea3a80ef,Geometric Intelligence
da8c6f1a-fb14-1269-3ffd-fe295242b673,Bontact
498a4c59-d164-420a-2cc4-214d43f07a32,Bandhub
1f8acbfe-befb-7104-a1b7-61d2d4562f68,LendingFront
56cc001f-2075-ed56-1984-dbe011f7da78,WearAway
b745b674-8df9-5a6c-dcda-d099c763fb20,Sundar
1520bc61-b565-7c92-c911-dbed4c0a124e,Willo
8130ea9d-cb08-4c0e-8b32-60f15e00d3bc,The Audio Hunt
45a8fa0d-24ec-56a1-87cc-02a71ad3fa64,API Fortress
39659471-8249-a9d0-a488-35afc480dfa6,StyloPay
251fdd1a-7b96-0873-4637-ca36ce355257,The Citizenry
7c98cc1d-26ab-c9e9-b5b2-51b70924442c,Datavore
eb3ee555-c3c5-495f-a1fb-764b16dd4f6a,RockDaisy
83a68dd2-aa1f-d5e0-f8eb-67fa6bec6be9,The Mednet
dff9d19b-36cf-d285-26b9-d8d6704fcb02,Authenticated Digital
b36fa85e-fdbf-c574-a21b-448eda0962d0,Opticlose
61683a9e-1589-14ff-c5b4-4857ed0c28ec,Arbor
db98da1f-5f5b-183b-f745-2c243d9ecb75,SightX
84946d07-714e-c1e2-598a-1611a7c27ce8,Overlap.cc
2bc289e4-af7c-4e10-835e-f355a5e809d6,3D Predict
402d398e-3080-ecdb-e966-2c6eb3c52cea,Birddogs
4dddba7a-5007-730b-22ed-40c671e080fe,Journy
c52d6dd7-3c93-3e65-9346-7e921a588d15,Uplevel Security
e799caf7-ca8c-b0d9-b789-7d5c6e6ea0ee,Landit
ae331822-c3b7-10e8-d89b-3afcb3540b4a,Accern
bfb14bf5-5c5d-0efd-5746-decedb87ce11,Bubbl
a4dc7711-ac71-f706-f4b5-248fc8e8da1c,Bombora
b6adfe93-38f9-2fe4-f2e6-c222c6c287b8,Lately
35cc370b-6804-e9ab-c080-59974241222a,KWAMBIO
76fe464e-0559-0178-2013-4e9c6a535595,Vidi.jobs
9abb9549-5b0b-0212-f8bb-52d0536f48ca,Gear FC
0179403a-b516-7114-25a7-339aa05031a4,Pitch Dark Chocolate
5ce0d40d-a415-70dc-f95f-f3c821f18a80,Madorra
35079cd5-adae-2ffb-fc55-4a34ab955de3,FitBliss
0984f545-edd4-bf49-d502-3413f3e66d15,GameCommerce
ed1aeeb1-b96f-586e-50ee-ee1a1d4ee3f9,Netherfire Entertainment
3a150907-5bb8-b1fd-304a-ac1b93552230,The Happy Home Company
ea19b592-84b0-422c-8890-44776926a70b,Orbital Composites
e0625d1b-9571-d28b-0760-f18a11fd5cbf,Vyooit
96741958-d982-447e-9f27-f197cf1111bf,Omeza
e6f001a9-1d57-c2ae-f9af-3e4ef10d5ea1,Applied Particle Technology
741f4a7d-6df9-47c1-9ed2-a5570bdc8f5f,New Pacific Airlines
35acbd65-6a8d-595b-d4ab-335f4c914a1d,Ecovia Renewables
2cca3f21-734f-2140-fd00-b83e047d9c77,OmniEarth
8df050cc-9a42-2d2f-dd10-a72eb5ad3243,InnovateMR
e8a5b3b0-8ae5-64a5-ef19-316e3018a0a0,Sonabos Technologies
216a17e5-be77-18aa-83e1-897c9a374c4f,Wurrly
003a9ca8-55e0-5662-b2ba-0304c4fa4e62,BrightDime
65289922-89b1-4465-941a-649156ddefba,Peerro
2ccb0718-420b-56e7-52b4-a7e750558957,Braxton Brewing
1b536f5b-f102-4d44-8163-efe12f4e2f17,VydeoCorp
b3b40e81-325d-788e-641b-a4684935c61d,Radiomaze
b1aed2a0-1e47-8e77-178a-2a5d694a090c,Winz
77c8153d-ec0e-7e79-ba45-5a05a24837c4,Charitweet
ff40bfb1-33da-8d8c-c3ed-1210da936f1a,Urban Engines
369d2b47-b4c0-2857-ef53-1207064c3e2e,Avaamo
a2182aeb-d8d6-c850-a77c-b036f0367a38,Apis Cor
71bfc1e4-b48b-1b9c-8fe6-892238133a2c,BTC Inc
467853c8-370d-3416-f59b-d916444a923a,Dart Music
d6c7dade-0802-229c-e7a8-a677fb3ab834,EVAmore
a9bed32a-766f-0463-5b79-3644c14add64,Med+Proctor
a0d2456d-18af-0f97-de75-906c4111c4a2,Phy
4cbf65c6-2ae6-a835-84d7-2298bcace511,Data Simply
e0c4a33e-f61e-9832-939b-83848f758b68,Pingpad
a5ef1fdf-5c94-9c4c-1c14-6909a2c8552d,Ebotic
3a90bb23-d02a-1969-f614-49c6802a2fb1,500 Miles
d3f34932-29a9-c2cf-537b-3dc075d90ad1,Nickel Labs
20721a89-2ad7-81f1-9d50-f3206df5b1dd,ScoreData Corporation
3139a1be-4c4c-59e3-557f-db9351f8fa58,Cinemood
8dcc53e5-203b-4534-f25e-4ecb293a7ab8,MileZero
4ef4ca74-b0b4-474a-b053-c14f94f338b7,Cell-Ed
477e56e4-4398-4c31-a394-03569e2369f6,Gruv Music
049f4ff7-342d-4147-afe1-cb0e145454fe,Sway Mobile
6d6e24cb-7729-4f39-9e42-d772d4a9472c,Qmira
0bf596c0-7b23-7382-ac68-6184dc745049,"Neofluidics, LLC"
1b8920a7-602b-fb7d-1e68-cc3b26392e73,iAssay
308919cf-04cb-637b-9841-aa0a3c35b120,Verse.ai
eb2ca4fb-fa86-e988-6252-b284c395c999,Tourmo
f62dff66-4e93-4915-982a-6920c6760a8f,Animantis
5608e708-1995-7071-4ad6-6711cb358e74,Mega Particle
0510d73a-8709-bcae-5930-f047ee8b9db7,RedKix
54e1185f-ad65-473a-8c3a-a8c91e75b963,Mobiry Technology International
72d04297-bc42-3113-2a5a-43f445057def,HIPPOCRATE
7200eb4c-6738-4182-84cf-d34599df66a0,Tag
c7c15528-7dd8-464e-ac24-6d55f2c07c73,Red Clay Hot Sauce
c189c1eb-fdf2-47db-a414-08d519f523a5,Fathers Uplift
261dca5c-7713-1225-0393-555bd918c01e,Derive
f3aacb54-3287-dac0-55a2-e0afbdb93947,Sharestates
767e831f-90c5-e45a-87cd-61156c01e8b1,ContentTools
44210b6a-2bb5-42a1-ba14-e8f9732ed883,Blue Sky Case Management
e8114518-3b43-8885-22b7-0820f00bab80,Hello Baby
ffbc4e3b-b6c5-4c52-bcf0-5ecf2753ffb0,Visual Labs
6169944c-602f-2fbb-2b86-01383795a588,The Carbon Freight Company
53ea6153-e56e-6acb-c09a-878730487d5d,Suitable
49aa54ef-f7cf-897e-eaf5-793c4e434511,Etho Capital
f00614dc-372b-4a49-9af3-3b31ed5c0c9d,Buycott
0c1ea4f5-3790-4d12-a795-b2cb94aa7b2d,Black Pearl Mail
5485fc6b-8002-9d8c-9200-fe871974e69a,AgenDx Biosciences
5f853f6d-b7b3-46af-94e2-5c951a969f84,Galley Foods
6289ddd3-c24f-e97c-e28e-ca72b39af520,Brainy Belly
41847ce5-bbec-4158-a6b2-7beac2cfc733,Rise
7e38111e-8dec-413f-bb64-60162ea8f6d8,BreakingT
4be6d6e3-7ae4-4a26-b466-61e85d2480a7,Cooking Panda
b0504d18-0aae-c37f-75fa-23be13cbec44,Labscoop
22d4c4e2-e514-a871-462b-8322c8aed3b7,Benni Barker
c4566843-1060-b95e-8d7d-b1278e80156b,Krak
